case,method,phase,rows,operations,seed,hash,truth,candidates,residuals,certain,plane_bytes,summary_bytes,blocks,skipped,text_bytes,g0,g1,g2,g3,stored_bytes,fixture_bytes,digest,correct,ns_per_op,min_ns,max_ns,candidate_fraction,metadata_B_row
absent,shared32,q1,1048576,1048576,41,13,0,21556,21556,0,4194304,0,0,0,0,65536,0,0,0,4194304,67108864,14669432675671876423,1,1.3036605935347705,1.132805021185624,1.5620690897891398,0.020557403564453125,4.0
absent,shared32,q2,1048576,1048576,41,13,0,21575,21575,0,4194304,0,0,0,0,65536,0,0,0,4194304,67108864,14669432675671876423,1,1.3536349932352705,1.1780446900261774,1.4378614425659182,0.020575523376464844,4.0
absent,shared32,q3,1048576,1048576,41,13,0,21605,21605,0,4194304,0,0,0,0,65536,0,0,0,4194304,67108864,14669432675671876423,1,1.3336473811756482,1.199011715975675,1.6614200418645693,0.02060413360595703,4.0
absent,union64,q0,1048576,1048576,41,13,0,21594,21594,0,4194304,65536,16384,0,0,65536,0,0,0,4259840,67108864,14669432675671876423,1,1.710778496482156,1.5902026783336292,1.8904397270896218,0.020593643188476562,4.0625
absent,union64,q1,1048576,1048576,41,13,0,21556,21556,0,4194304,65536,16384,0,0,65536,0,0,0,4259840,67108864,14669432675671876423,1,1.6004857562837147,1.4513383138747442,1.7257476988292872,0.020557403564453125,4.0625
absent,union64,q2,1048576,1048576,41,13,0,21575,21575,0,4194304,65536,16384,0,0,65536,0,0,0,4259840,67108864,14669432675671876423,1,1.5827773639133995,1.5011407988412035,1.8098109109061102,0.020575523376464844,4.0625
absent,union64,q3,1048576,1048576,41,13,0,21605,21605,0,4194304,65536,16384,0,0,65536,0,0,0,4259840,67108864,14669432675671876423,1,1.5978846549987795,1.2910245656967163,1.7477246522903445,0.02060413360595703,4.0625
single,soa,q0,1048576,1048576,41,13,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,67108864,14669432675671876423,1,0.3707032399634793,0.36546443259879335,0.3815138046055625,0.0,0.0
single,tag32,q0,1048576,1048576,41,13,0,65521,65521,0,4194304,0,0,0,0,65536,0,0,0,4194304,67108864,14669432675671876423,1,3.7108915873936246,3.565602575029645,3.832599776131766,0.062485694885253906,4.0
single,tag16,q0,1048576,1048576,41,13,0,65521,65521,0,2097152,0,0,0,0,65536,0,0,0,4194304,67108864,14669432675671876423,1,3.3513303484235486,2.6148421423775816,3.882560185023716,0.062485694885253906,4.0
single,tag8,q0,1048576,1048576,41,13,0,65521,65521,0,1048576,0,0,0,0,65536,0,0,0,4194304,67108864,14669432675671876423,1,3.043880462646485,2.4435140064784457,3.8059591565813338,0.062485694885253906,4.0
single,tag8_eager,q0,1048576,1048576,41,13,0,65521,65521,0,1048576,0,0,0,0,65536,0,0,0,4194304,67108864,14669432675671876423,1,3.6070476259504045,2.947370937892369,4.642606735229492,0.062485694885253906,4.0
single,tag8_cnf,q0,1048576,1048576,41,13,0,65521,65521,0,1048576,0,0,0,0,65536,0,0,0,4194304,67108864,14669432675671876423,1,3.7821512222290044,3.6718217531840005,3.9172627131144204,0.062485694885253906,4.0
single,joint64,q0,1048576,1048576,41,13,0,65521,65521,0,1029888,524288,16384,292,0,64368,0,0,0,6291456,67108864,14669432675671876423,1,4.099244435628255,3.116605599721272,4.207924524943034,0.062485694885253906,6.0
single,marginal64,q0,1048576,1048576,41,13,0,65521,65521,0,1029888,32768,16384,292,0,64368,0,0,0,4456448,67108864,14669432675671876423,1,3.7030698060989375,2.393269777297973,4.014934301376343,0.062485694885253906,4.25
rare,aos,replace,1048576,16384,41,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,67108864,7831855242651732853,1,5.017191517109775,4.799456070880502,5.178827091139189,0.0,0.0
rare,tag32,build,1048576,1048576,41,13,8,0,0,0,0,0,0,0,0,0,0,0,0,4194304,67108864,7831855242651732853,1,6.960103352864583,6.892763137817383,7.080121994018555,0.0,4.0
rare,tag32,replace,1048576,16384,41,13,8,0,0,0,0,0,0,0,0,0,0,0,0,4194304,67108864,7831855242651732853,1,8.483301570759487,8.34259093934624,8.601426157785294,0.0,4.0
rare,tag16,build,1048576,1048576,41,13,8,0,0,0,0,0,0,0,0,0,0,0,0,4194304,67108864,7831855242651732853,1,7.3619620005289725,7.252752304077148,7.4171037673950195,0.0,4.0
