input,case,threads,repetitions,cpu_ns,median_cpu_ns,real_ns,median_real_ns,ns_per_item,median_ns_per_item,counter:items_per_iteration,counter:physical_bytes,counter:drawn_bytes,counter:hull_bytes,counter:window_bytes,counter:stride
crossover-avx512,cross/2/unit16/draw1/stride16/compact/update/packet,1,3,"[2479.235772357501,2477.9241781547094,2476.2753623185577]",2477.9241781547094,"[2479.9399080924914,2477.939377868158,2477.6157652907095]",2477.939377868158,"[2.421128683942872,2.419847830229208,2.418237658514216]",2.419847830229208,1024.0,16.0,1.0,1.0,17.0,16.0
crossover-avx512,cross/2/unit16/draw1/stride16/compact/update/point,1,3,"[3314.633136095131,3311.9824852068696,3314.479289941168]",3314.479289941168,"[3315.3564497039024,3312.0047337353067,3314.4996449766427]",3314.4996449766427,"[3.2369464219679007,3.2343578957098336,3.236796181583172]",3.236796181583172,1024.0,16.0,1.0,1.0,17.0,16.0
crossover-avx512,cross/2/unit16/draw1/stride16/compact/update/window,1,3,"[2426.70450097875,2493.1373421100207,2451.973848070011]",2451.973848070011,"[2426.7190891277387,2493.4515210811837,2451.988792028237]",2451.988792028237,"[2.36982861423706,2.434704435654317,2.3945057110058707]",2.3945057110058707,1024.0,16.0,1.0,1.0,17.0,16.0
crossover-avx512,cross/2/unit16/draw1/stride17/compact/sum/packet,1,3,"[1182.1306962563087,1186.5852956125111,1187.4415551413933]",1186.5852956125111,"[1184.4529053015035,1186.8440623401343,1191.458665085947]",1186.8440623401343,"[1.1544245080628015,1.1587747027465929,1.1596108936927667]",1.1587747027465929,1024.0,16.0,1.0,1.0,18.0,17.0
crossover-avx512,cross/2/unit16/draw1/stride17/compact/sum/point,1,3,"[2523.6709886545163,2522.437601296646,2519.8172159188075]",2522.437601296646,"[2523.686475786912,2523.6522600307662,2519.832703034569]",2523.6522600307662,"[2.464522449857926,2.4633179700162557,2.46075899992071]",2.4633179700162557,1024.0,16.0,1.0,1.0,18.0,17.0
crossover-avx512,cross/2/unit16/draw1/stride17/compact/sum/window,1,3,"[1465.6216244838863,1461.650534787692,1470.3330509373977]",1465.6216244838863,"[1465.6305199665167,1461.6594302673125,1470.6184475266234]",1465.6305199665167,"[1.4312711176600452,1.4273931003786058,1.4358721200560525]",1.4312711176600452,1024.0,16.0,1.0,1.0,18.0,17.0
crossover-avx512,cross/2/unit16/draw1/stride17/compact/update/packet,1,3,"[2480.9582374801907,2477.969562909109,2481.6448416206504]",2480.9582374801907,"[2480.975225623402,2477.9846044959136,2482.077685374529]",2480.975225623402,"[2.422810778789249,2.4198921512784266,2.4234812906451664]",2.422810778789249,1024.0,16.0,1.0,1.0,18.0,17.0
crossover-avx512,cross/2/unit16/draw1/stride17/compact/update/point,1,3,"[3317.016358463969,3315.8949739213986,3315.470839259862]",3315.8949739213986,"[3319.2605500226505,3315.9177335249883,3320.6593172154458]",3319.2605500226505,"[3.23927378756247,3.238178685470116,3.237764491464709]",3.238178685470116,1024.0,16.0,1.0,1.0,18.0,17.0
crossover-avx512,cross/2/unit16/draw1/stride17/compact/update/window,1,3,"[2463.0806225951114,2442.449457852554,2418.0701294156916]",2442.449457852554,"[2463.095662818968,2442.4643231962855,2418.084994757559]",2442.4643231962855,"[2.4053521705030385,2.385204548684135,2.3613966107575113]",2.385204548684135,1024.0,16.0,1.0,1.0,18.0,17.0
crossover-avx512,cross/2/unit16/draw1/stride64/compact/sum/packet,1,3,"[1217.174716032029,1215.3234197520205,1213.559871672694]",1215.3234197520205,"[1217.3754443773687,1215.3317436927075,1213.5672418285108]",1215.3317436927075,"[1.1886471836250283,1.1868392771015823,1.1851170621803655]",1.1868392771015823,1024.0,16.0,1.0,1.0,65.0,64.0
crossover-avx512,cross/2/unit16/draw1/stride64/compact/sum/point,1,3,"[2532.6980242882782,2532.286568787186,2535.6907739714184]",2532.6980242882782,"[2533.172195035776,2532.3021569717466,2535.7059996323615]",2533.172195035776,"[2.4733379143440217,2.472936102331236,2.4762605214564632]",2.4733379143440217,1024.0,16.0,1.0,1.0,65.0,64.0
