case,unit,before_median,after_median,after_over_before,before_min,before_max,after_min,after_max,block0_before,block1_after,block2_after,block3_before,improvement_ranges_separated,loss_ranges_separated,both_edges_agree
resident/series/avx512/striped/k5/h0/u64/raw-dense/get16,ns/query,3.014459125952056,4.16177672544907,1.3806047956064613,2.940670494353351,3.1083043941280626,4.000233080222648,4.332519834440213,3.0208538583217948,4.057512976185873,4.258777752186752,3.008064393582317,False,True,True
resident/series/avx512/striped/k6/h0/u64/admitted-region/get16,ns/query,2.6585038988258876,2.687610542084429,1.0109485050111817,2.581008482232176,2.7191964341945694,2.635805050400867,2.7591135689062516,2.6860151880783567,2.684614754037922,2.690606330130936,2.6347700534118754,False,False,False
resident/series/avx512/striped/k6/h0/u64/get16,ns/query,7.9123841818253595,5.520867377169244,0.6977501661067725,7.878928883993176,7.943259408196578,5.499483424087812,5.537471917666112,7.915944333441848,5.530344139605958,5.511633469359224,7.896431562349132,True,False,True
resident/series/avx512/striped/k6/h0/u64/raw-dense/get16,ns/query,2.9484617413591447,3.9783512584475718,1.3492972293456593,2.8798955608896684,3.077672000360769,3.8924721812549548,4.061697057931806,2.9822914500881375,3.970501850066392,3.9862006668287515,2.9146320326301516,False,True,True
resident/series/avx512/striped/k7/h0/u64/admitted-region/get16,ns/query,2.5068009217627014,2.5118030996341814,1.0019954428084232,2.4757353735507506,2.522170899718368,2.5041493879705228,2.5391112277668055,2.486414345000499,2.504846350954148,2.5213334362648236,2.521111833095381,False,False,True
resident/series/avx512/striped/k7/h0/u64/get16,ns/query,8.037651408936522,4.972746302000553,0.6186815089382568,8.011400314032025,8.047813571778446,4.943204829837332,4.988633767555906,8.022012867647062,4.982131921904363,4.961033013396867,8.045864848726271,True,False,True
resident/series/avx512/striped/k7/h0/u64/raw-dense/get16,ns/query,2.4997524022879483,2.5429612429641906,1.017285248185658,2.4815127774305368,2.5160330254572347,2.5230510470465695,2.60443317970653,2.5030298929823713,2.548045134434945,2.537877351493436,2.496474911593525,False,True,True
runtime/series/avx2/local/k23/h16/u32/headgapped/mixed,ns/query,12.325326460173427,8.840510758420727,0.7172638215293434,12.297688362586307,12.42356090786805,8.817100769003646,8.853135442948785,12.30328550433169,8.846723514333265,8.834298002508191,12.343815554917956,True,False,True
runtime/series/avx2/local/k23/h16/u32/headgapped/o1-n16,ns/query,15.087798108721458,12.80232251902097,0.8485215951836356,15.0363179453799,15.123000389183556,12.785365698765007,12.847177204646703,15.063335875848809,12.810996304420042,12.793648733621898,15.103935078413281,True,False,True
runtime/series/avx2/local/k23/h16/u32/headgapped/o1-n17,ns/query,15.5285754313819,13.36992312829134,0.8609883879800003,15.440162413882652,15.579694221542002,13.262112692074393,13.445246243782101,15.481244027817134,13.435761411359406,13.326682862414051,15.557915686749531,True,False,True
runtime/series/avx2/local/k23/h16/u32/independentlygapped/mixed,ns/query,12.652882931417148,9.172330992302427,0.7249202448184754,12.618437197775641,12.671219777562785,9.115279006660382,9.20580240611315,12.640611702127552,9.120044579408706,9.179307488141344,12.65425092971624,True,False,True
runtime/series/avx2/local/k23/h16/u32/independentlygapped/o1-n16,ns/query,15.08319359552892,12.809230012512291,0.8492385867346623,15.055217965084204,15.120673315664249,12.77913880190045,12.857472887179405,15.073429162066438,12.784204457874758,12.845903202709607,15.100299753441456,True,False,True
runtime/series/avx2/local/k23/h16/u32/independentlygapped/o1-n17,ns/query,15.572531177051147,13.320436850030667,0.855380329542102,15.534112947363347,15.594241807416374,13.230317091099575,13.388654728397825,15.569416434656336,13.292979560068352,13.385994147293106,15.575645919445959,True,False,True
runtime/series/avx2/local/k23/h16/u64/headgapped/mixed,ns/query,12.655814659142196,9.500233370962146,0.7506615438698331,12.591805708604854,12.67956503280309,9.41264645885359,9.548731143649468,12.611399841893473,9.545131831116793,9.49644855527095,12.672012586603934,True,False,True
runtime/series/avx2/local/k23/h16/u64/headgapped/o1-n16,ns/query,15.770168863619975,13.759167742647485,0.8724806856309797,15.681848784556687,15.792257879528174,13.722133199244487,13.91902165560877,15.762838492016156,13.75617454242836,13.910653059818594,15.771573562212149,True,False,True
runtime/series/avx2/local/k23/h16/u64/headgapped/o1-n17,ns/query,16.20449769516182,14.531925229858423,0.8967834426732785,16.11355726648078,16.25223578365955,14.382733758764198,14.658129198469052,16.142522035058686,14.45637975186243,14.618651384797406,16.23451478474696,True,False,True
runtime/series/avx2/local/k23/h16/u64/independentlygapped/mixed,ns/query,12.830040925568907,9.763058242932122,0.7609530086124188,12.801611640588328,12.934069461938169,9.751775211093705,9.77530744447243,12.804046721359398,9.75362782628948,9.772488659574764,12.873624217704503,True,False,True
runtime/series/avx2/local/k23/h16/u64/independentlygapped/o1-n16,ns/query,15.779152979220544,13.832086825927826,0.8766051539105555,15.763863689702548,15.80483180111785,13.734508583298483,13.948660524638981,15.785613515879845,13.738053929765938,13.899632938615115,15.768793703663603,True,False,True
runtime/series/avx2/local/k23/h16/u64/independentlygapped/o1-n17,ns/query,16.206299804821803,14.444739560831714,0.8913039826977668,16.146460755456758,16.240240711950662,14.37788693082323,14.548952242387461,16.192473162053883,14.391369992337989,14.49894293358338,16.220126447589724,True,False,True
runtime/series/avx2/local/k7/h0/u32/dense/mixed,ns/query,10.691816470638688,6.692225453314997,0.6259203449379102,10.650094557271172,10.738466324602426,6.681864273776038,6.707648403425994,10.663916771161151,6.702061540832759,6.6851214725755215,10.730742016229296,True,False,True
runtime/series/avx2/local/k7/h0/u32/dense/o1-n16,ns/query,12.573828294078512,9.463947767842935,0.752670351980221,12.54476303425791,12.607388964761101,9.443995236841342,9.474461214666858,12.578092841136415,9.47225018928469,9.451128477232064,12.569563747020608,True,False,True
