src,dst,host_src,host_dst,az_src,az_dst,flow,rank_mode,training_rank_blocks,holdout_request_blocks,train_worst_p50_us,holdout_worst_p50_us,holdout_request_p50_us,train_worst_p90_us,holdout_worst_p90_us,holdout_request_p90_us,train_worst_p99_us,holdout_worst_p99_us,holdout_request_p99_us,train_worst_p50_lo_us,holdout_worst_p50_lo_us,holdout_request_p50_lo_us,train_worst_p50_hi_us,holdout_worst_p50_hi_us,holdout_request_p50_hi_us,holdout_rtt_max_p50_us,same_role_0_2_abs_change_us
4,2,az4a,az2c,4,2,15,all-legs,3,1,200.43489034189997,199.15303924204375,199.15303924204375,204.70475898763507,202.45672510481344,202.45672510481344,211.2973399089884,208.47930662195702,208.47930662195702,158.24232027842837,159.2777582636637,159.2777582636637,255.8131001433934,238.91454155185164,238.91454155185164,343.65825,0.2309598436676481
4,3,az4a,az2d,4,2,0,all-legs,3,1,144.78118594997648,145.59388219136474,145.59388219136474,149.63907272704898,148.52029340930724,148.52029340930724,158.63837319524833,156.75796224999158,156.75796224999158,105.3257115464965,99.92119108823823,99.92119108823823,197.3480181953954,191.15446236176177,191.15446236176177,286.7235,0.04756637026281396
4,3,az4a,az2d,4,2,1,all-legs,3,1,143.302102812341,144.3214238984153,144.3214238984153,145.90824335788935,147.16463782130464,147.16463782130464,151.80389832769626,152.43421634252505,152.43421634252505,103.24442550900902,92.14185679434432,92.14185679434432,187.99414439954955,196.3572057117117,196.3572057117117,288.83525,0.9920594074831683
4,3,az4a,az2d,4,2,2,all-legs,3,1,145.3937436702382,146.9800307386985,146.9800307386985,149.6838834786876,149.72793731508537,149.72793731508537,158.8951553531759,154.21489130979143,154.21489130979143,105.59101107177179,92.17774579829828,92.17774579829828,200.75541154054054,201.48101714239243,201.48101714239243,286.23900000000003,0.14839939978907069
4,3,az4a,az2d,4,2,3,all-legs,3,1,144.2902658795731,145.5365618492383,145.5365618492383,148.2354780188822,148.48015348024603,148.48015348024603,155.70675432218482,150.81684205717576,150.81684205717576,102.4246620012012,90.8509090938939,90.8509090938939,199.7468430692693,199.20697757317316,199.20697757317316,287.0135,2.0407685476268966
4,3,az4a,az2d,4,2,4,all-legs,3,1,141.9595418343368,141.82841483413023,141.82841483413023,146.11130533274272,144.66332637563613,144.66332637563613,154.43916546942359,151.51624705307972,151.51624705307972,99.73320488493493,97.08955094939941,97.08955094939941,197.42395995115118,184.71130523723727,184.71130523723727,282.66875000000005,0.3501222232426642
4,3,az4a,az2d,4,2,5,all-legs,3,1,141.89885044653647,143.11471514521602,143.11471514521602,144.82027267630633,145.33106720817187,145.33106720817187,150.98434006849513,149.04037222037485,149.04037222037485,101.66923418643644,97.98175841436438,97.98175841436438,197.68160178368367,185.47169341066066,185.47169341066066,282.80825000000004,1.5545861261999505
4,3,az4a,az2d,4,2,6,all-legs,3,1,141.07480043717936,142.45712296383505,142.45712296383505,147.78739909701574,146.85284252921375,146.85284252921375,159.45660331697596,159.15149990564447,159.15149990564447,99.86688378263261,101.28703129699701,101.28703129699701,197.0834371808308,183.41626849684684,183.41626849684684,282.9085,1.1975039570054378
4,3,az4a,az2d,4,2,7,all-legs,3,1,140.1176675351208,141.13208787518934,141.13208787518934,143.93788823978767,143.60525610918359,143.60525610918359,157.97238938234904,148.26412286645848,148.26412286645848,101.73153238923923,86.71621096391394,86.71621096391394,184.82816472862862,195.73537316651652,195.73537316651652,280.50075000000004,0.11092236772367414
4,3,az4a,az2d,4,2,8,all-legs,3,1,144.4846142846951,145.3632613883112,145.3632613883112,147.74206644450604,149.57695503006366,149.57695503006366,158.68046221037486,157.28836927641225,157.28836927641225,94.72112166026025,101.06405842337335,101.06405842337335,198.55737341526526,190.8459878693193,190.8459878693193,284.24424999999997,0.5532495410448632
