profile,target,case,variant,ns_per_value,over_materialized,vs_materialized,samples,materialized_samples
zen-avx512,avx2,composition/avx2/local/k64/h0/u64/prefilter75,authored,0.13682635385461664,1.104341634304918,separated slower,"[0.13682635385461664,0.13659047139687897,0.13688266842850452]","[0.12383795676060026,0.12389857414072442,0.12410406384161014]"
zen-avx512,avx2,composition/avx2/local/k64/h0/u64/prefilter75,authored-u64-carrier,0.11719295705769442,0.9458781739052644,separated faster,"[0.11719295705769442,0.11734727640763679,0.1171134172361273]","[0.12383795676060026,0.12389857414072442,0.12410406384161014]"
zen-avx512,avx2,composition/avx2/local/k7/h0/u8/all,authored,0.11056859249109581,2.757851077013205,separated slower,"[0.11056859249109581,0.11056113304864443,0.11057301914713863]","[0.04009229991158307,0.0400676179160935,0.040115553755694915]"
zen-avx512,avx2,composition/avx2/local/k7/h0/u8/all,authored-u64-carrier,0.11306973196080676,2.8202356115803617,separated slower,"[0.11313243528693614,0.11297447583548359,0.11306973196080676]","[0.04009229991158307,0.0400676179160935,0.040115553755694915]"
zen-avx512,avx2,composition/avx2/local/k7/h0/u8/all,dense32-authored,0.027386864245481455,0.6830953650920164,separated faster,"[0.027386864245481455,0.027390401881504028,0.02738307788472173]","[0.04009229991158307,0.0400676179160935,0.040115553755694915]"
zen-avx512,avx2,composition/avx2/local/k7/h0/u8/prefilter75,authored,0.11057121477552688,1.995429602814273,separated slower,"[0.11057121477552688,0.11057234751974626,0.11041748031072084]","[0.055407466772005955,0.05541292091568883,0.05541223535001271]"
zen-avx512,avx2,composition/avx2/local/k7/h0/u8/prefilter75,authored-u64-carrier,0.07971494518370753,1.438580210312509,separated slower,"[0.0795352154107653,0.07971494518370753,0.07977005630602635]","[0.055407466772005955,0.05541292091568883,0.05541223535001271]"
zen-avx512,avx2,composition/avx2/local/k7/h0/u8/prefilter75,dense32-authored,0.030047417207424553,0.5422523927726308,separated faster,"[0.030047417207424553,0.030033985798433156,0.03009947815393496]","[0.055407466772005955,0.05541292091568883,0.05541223535001271]"
zen-avx512,avx2,composition/avx2/striped/k12/h0/u16/all,authored,0.09181923107826032,1.8541509297605994,separated slower,"[0.09181923107826032,0.09180523337332464,0.09192204278877983]","[0.049536243080850466,0.04951975113631764,0.04952090447680851]"
zen-avx512,avx2,composition/avx2/striped/k12/h0/u16/all,authored-u64-carrier,0.0679604911355511,1.3723596500015092,separated slower,"[0.0679604911355511,0.06792156100445786,0.06800827650063888]","[0.049536243080850466,0.04951975113631764,0.04952090447680851]"
zen-avx512,avx2,composition/avx2/striped/k12/h0/u16/prefilter75,authored,0.09731707973424213,1.5810065246839142,separated slower,"[0.09732893032031364,0.09723474946924278,0.09731707973424213]","[0.06160024041284615,0.0614995584385399,0.06155387610035223]"
zen-avx512,avx2,composition/avx2/striped/k12/h0/u16/prefilter75,authored-u64-carrier,0.0740413701341447,1.2028709615854885,separated slower,"[0.07398969941357021,0.07415219218251458,0.0740413701341447]","[0.06160024041284615,0.0614995584385399,0.06155387610035223]"
zen-avx512,avx512,composition/avx512/local/k12/h0/u16/all,authored,0.22702538737694608,2.6104533405957135,separated slower,"[0.22727764797848893,0.22702456996601283,0.22702538737694608]","[0.08701590515436367,0.08696780128050026,0.08679365779970212]"
zen-avx512,avx512,composition/avx512/local/k12/h0/u16/all,authored-u64-carrier,0.15572283368808326,1.7905803227774497,separated slower,"[0.15572283368808326,0.15613865238036412,0.15561033999055413]","[0.08701590515436367,0.08696780128050026,0.08679365779970212]"
zen-avx512,avx512,composition/avx512/local/k12/h0/u16/prefilter75,authored,0.22723443327016063,2.303526976091388,separated slower,"[0.22709449452171504,0.2273611682075504,0.22723443327016063]","[0.09871779813085614,0.09864188678655869,0.09864630873814675]"
zen-avx512,avx512,composition/avx512/local/k12/h0/u16/prefilter75,authored-u64-carrier,0.15531675086352245,1.5744811220033124,separated slower,"[0.15531675086352245,0.1558175283442163,0.1548486692028459]","[0.09871779813085614,0.09864188678655869,0.09864630873814675]"
zen-avx512,avx512,composition/avx512/local/k31/h0/u32/all,authored,0.20735950040895837,1.842277439984837,separated slower,"[0.2072307971287947,0.20735950040895837,0.20736785212044914]","[0.11255606561119538,0.11263723094143253,0.11218206844902791]"
zen-avx512,avx512,composition/avx512/local/k31/h0/u32/all,authored-u64-carrier,0.14687042384955482,1.304864585058367,separated slower,"[0.1470421553956333,0.14687042384955482,0.14684856787056488]","[0.11255606561119538,0.11263723094143253,0.11218206844902791]"
zen-avx512,avx512,composition/avx512/local/k31/h0/u32/prefilter75,authored,0.2074205027579469,1.682614478891936,separated slower,"[0.2074205027579469,0.20744528702960754,0.20738456778535488]","[0.12319444477116016,0.12329427475529886,0.12327274331701996]"
zen-avx512,avx512,composition/avx512/local/k31/h0/u32/prefilter75,authored-u64-carrier,0.14693335337495883,1.1919370772587659,separated slower,"[0.14669147064933752,0.14693335337495883,0.14697578014490795]","[0.12319444477116016,0.12329427475529886,0.12327274331701996]"
zen-avx512,avx512,composition/avx512/local/k5/h0/u8/all,authored,0.12905457852957142,3.719444089071711,separated slower,"[0.1291753928666026,0.12889947945964503,0.12905457852957142]","[0.03468539425547069,0.034697276108747885,0.03469744064070693]"
zen-avx512,avx512,composition/avx512/local/k5/h0/u8/all,authored-u64-carrier,0.11281199941591105,3.251321488820526,separated slower,"[0.11273841614056423,0.11281199941591105,0.11291260693416111]","[0.03468539425547069,0.034697276108747885,0.03469744064070693]"
zen-avx512,avx512,composition/avx512/local/k5/h0/u8/all,dense64-authored,0.01979515277897286,0.5705102820443619,separated faster,"[0.01979515277897286,0.019790078903433914,0.01981109197573954]","[0.03468539425547069,0.034697276108747885,0.03469744064070693]"
zen-avx512,avx512,composition/avx512/local/k5/h0/u8/prefilter75,authored,0.12888043498971907,2.561695880856949,separated slower,"[0.12888043498971907,0.12879406060522106,0.12909551914790898]","[0.050310591492462975,0.05024848306420152,0.05032573349134223]"
zen-avx512,avx512,composition/avx512/local/k5/h0/u8/prefilter75,authored-u64-carrier,0.07933067327096721,1.576818536964562,separated slower,"[0.07933067327096721,0.07942943143305424,0.07932802716984108]","[0.050310591492462975,0.05024848306420152,0.05032573349134223]"
zen-avx512,avx512,composition/avx512/local/k5/h0/u8/prefilter75,dense64-authored,0.017680998539040663,0.3514369045271402,separated faster,"[0.01766583066093396,0.017680998539040663,0.017684767899136988]","[0.050310591492462975,0.05024848306420152,0.05032573349134223]"
zen-avx512,avx512,composition/avx512/local/k56/h0/u64/all,authored,0.1226911898334446,1.0576702799631266,separated slower,"[0.1226043661002204,0.1227119930568407,0.1226911898334446]","[0.11600135898469413,0.11592101774689659,0.11606168186181046]"
zen-avx512,avx512,composition/avx512/local/k56/h0/u64/all,authored-u64-carrier,0.074848622553321,0.6452391869236372,separated faster,"[0.0748513138139928,0.074848622553321,0.07480249352583401]","[0.11600135898469413,0.11592101774689659,0.11606168186181046]"
zen-avx512,avx512,composition/avx512/local/k56/h0/u64/prefilter75,authored,0.10511128915548383,0.8809807362974273,separated faster,"[0.10499677619711993,0.10536605167184177,0.10511128915548383]","[0.11933560518933864,0.11931167711707748,0.11926596738203124]"
zen-avx512,avx512,composition/avx512/local/k56/h0/u64/prefilter75,authored-u64-carrier,0.061307031662126664,0.5138393252319104,separated faster,"[0.061307031662126664,0.06132545264758467,0.06126662335333369]","[0.11933560518933864,0.11931167711707748,0.11926596738203124]"
zen-avx512,avx512,composition/avx512/local/k60/h8/u64/all,authored,0.17667985109717682,1.4186548496982203,separated slower,"[0.17667985109717682,0.17679631091811862,0.1765645622347532]","[0.12407718421551805,0.12454040610001833,0.12499884872737392]"
zen-avx512,avx512,composition/avx512/local/k60/h8/u64/all,authored-u64-carrier,0.10021102272903906,0.804646667432252,separated faster,"[0.100189832132224,0.10021102272903906,0.10029210931780712]","[0.12407718421551805,0.12454040610001833,0.12499884872737392]"
zen-avx512,avx512,composition/avx512/local/k60/h8/u64/prefilter75,authored,0.17609249674760374,1.3284849796744036,separated slower,"[0.17641173591937212,0.17609249674760374,0.17586583193776814]","[0.13250341640309704,0.13263334338216146,0.13255136448043395]"
zen-avx512,avx512,composition/avx512/local/k60/h8/u64/prefilter75,authored-u64-carrier,0.10002583423682743,0.7546194234129695,separated faster,"[0.09996973592245534,0.10013741494925057,0.10002583423682743]","[0.13250341640309704,0.13263334338216146,0.13255136448043395]"
zen-avx512,avx512,composition/avx512/local/k64/h0/u64/all,authored,0.079800894387612,0.68615428793013,separated faster,"[0.07993493222627088,0.079800894387612,0.07979227104180367]","[0.11630167703001806,0.11630299857321813,0.11617142639261187]"
zen-avx512,avx512,composition/avx512/local/k64/h0/u64/all,authored-u64-carrier,0.055512673360735496,0.47731618991536456,separated faster,"[0.055512673360735496,0.05554442275005058,0.05547359657891202]","[0.11630167703001806,0.11630299857321813,0.11617142639261187]"
zen-avx512,avx512,composition/avx512/local/k64/h0/u64/prefilter75,authored,0.07979826033095988,0.6411323457950273,separated faster,"[0.07979826033095988,0.07973266380821191,0.07994235155844219]","[0.12450795248300363,0.12443778020322861,0.12446456781400905]"
zen-avx512,avx512,composition/avx512/local/k64/h0/u64/prefilter75,authored-u64-carrier,0.055453624269338114,0.44553743481601965,separated faster,"[0.05550258050011523,0.055453624269338114,0.055452856955069324]","[0.12450795248300363,0.12443778020322861,0.12446456781400905]"
zen-avx512,avx512,composition/avx512/local/k7/h0/u8/all,authored,0.1288998659741467,3.639037882711814,separated slower,"[0.1288998659741467,0.12904489298572325,0.12888540288532305]","[0.035418658911896835,0.03542141360674444,0.03544382109856077]"
zen-avx512,avx512,composition/avx512/local/k7/h0/u8/all,authored-u64-carrier,0.0793554744101983,2.24032488627412,separated slower,"[0.07939707453867939,0.07934683326587667,0.0793554744101983]","[0.035418658911896835,0.03542141360674444,0.03544382109856077]"
zen-avx512,avx512,composition/avx512/local/k7/h0/u8/all,dense64-authored,0.019779066107469406,0.5583929068179074,separated faster,"[0.019772153373126412,0.019789546415905503,0.019779066107469406]","[0.035418658911896835,0.03542141360674444,0.03544382109856077]"
zen-avx512,avx512,composition/avx512/local/k7/h0/u8/prefilter75,authored,0.12901354772635726,2.5208517132251815,separated slower,"[0.1289141090650127,0.12901354772635726,0.1290320871378831]","[0.05117855487076514,0.05115273464796694,0.051190776524131065]"
zen-avx512,avx512,composition/avx512/local/k7/h0/u8/prefilter75,authored-u64-carrier,0.11295183941441699,2.207015022202957,separated slower,"[0.11273509278568096,0.11295183941441699,0.11309121742195495]","[0.05117855487076514,0.05115273464796694,0.051190776524131065]"
zen-avx512,avx512,composition/avx512/local/k7/h0/u8/prefilter75,dense64-authored,0.017657175996383893,0.3450112266939027,separated faster,"[0.017657175996383893,0.017645349439537977,0.01766275920494065]","[0.05117855487076514,0.05115273464796694,0.051190776524131065]"
zen-avx512,avx512,composition/avx512/striped/k12/h0/u16/all,authored,0.048133705042308336,1.2111298024065638,separated slower,"[0.04809659612648828,0.04814843267915596,0.048133705042308336]","[0.039742812823749134,0.03972713718215545,0.03976230927889892]"
zen-avx512,avx512,composition/avx512/striped/k12/h0/u16/all,authored-u64-carrier,0.03417772879082249,0.8599725676789259,separated faster,"[0.03417772879082249,0.03423973637035173,0.03415797860895032]","[0.039742812823749134,0.03972713718215545,0.03976230927889892]"
zen-avx512,avx512,composition/avx512/striped/k12/h0/u16/prefilter75,authored,0.04673351234658892,0.904312893166324,separated faster,"[0.04682529227561433,0.04672915667010648,0.04673351234658892]","[0.05172295110821204,0.05167847622182862,0.05164831500710054]"
zen-avx512,avx512,composition/avx512/striped/k12/h0/u16/prefilter75,authored-u64-carrier,0.03275847397270764,0.6338900905687056,separated faster,"[0.03275847397270764,0.0327541267471642,0.032780026326800125]","[0.05172295110821204,0.05167847622182862,0.05164831500710054]"
zen-avx512bw,avx2,composition/avx2/local/k12/h0/u16/all,authored,0.34331496496956343,2.103113041146718,separated slower,"[0.34331496496956343,0.3433031015677699,0.3434802426090304]","[0.163210160234785,0.16324132761897175,0.16337520905692648]"
zen-avx512bw,avx2,composition/avx2/local/k12/h0/u16/all,authored-u64-carrier,0.272802556397655,1.6711610985816936,separated slower,"[0.27273636055090905,0.272802556397655,0.2728123581378433]","[0.163210160234785,0.16324132761897175,0.16337520905692648]"
zen-avx512bw,avx2,composition/avx2/local/k12/h0/u16/prefilter75,authored,0.342412877135402,1.9575686705597166,separated slower,"[0.3426018818676947,0.3423761932575154,0.342412877135402]","[0.17491551043528045,0.17491742807545946,0.1750765547028038]"
zen-avx512bw,avx2,composition/avx2/local/k12/h0/u16/prefilter75,authored-u64-carrier,0.2720607327090111,1.5553666418628336,separated slower,"[0.27187827934583303,0.2720607327090111,0.27214217131449386]","[0.17491551043528045,0.17491742807545946,0.1750765547028038]"
zen-avx512bw,avx2,composition/avx2/local/k31/h0/u32/all,authored,0.32953285772485924,1.6361068671020154,separated slower,"[0.3296048239651817,0.32953285772485924,0.3294750320541803]","[0.20141279542976948,0.20157357037892756,0.2013754181655179]"
zen-avx512bw,avx2,composition/avx2/local/k31/h0/u32/all,authored-u64-carrier,0.27745112727461263,1.3775248324347742,separated slower,"[0.27754626584924846,0.2771732922874197,0.27745112727461263]","[0.20141279542976948,0.20157357037892756,0.2013754181655179]"
zen-avx512bw,avx2,composition/avx2/local/k31/h0/u32/prefilter75,authored,0.34495038271347306,1.6166039126227698,separated slower,"[0.3448740867148419,0.34495038271347306,0.34512649020711206]","[0.21339433914199651,0.2133796534946073,0.2133284596030168]"
zen-avx512bw,avx2,composition/avx2/local/k31/h0/u32/prefilter75,authored-u64-carrier,0.2922001349210876,1.3693908024294,separated slower,"[0.29187591283133035,0.2922363907429813,0.2922001349210876]","[0.21339433914199651,0.2133796534946073,0.2133284596030168]"
zen-avx512bw,avx2,composition/avx2/local/k5/h0/u8/all,authored,0.2412577044001127,3.9263505968340238,separated slower,"[0.24074727070947535,0.24133185123650594,0.2412577044001127]","[0.06143327226049417,0.061494241624108034,0.06144578749402781]"
zen-avx512bw,avx2,composition/avx2/local/k5/h0/u8/all,authored-u64-carrier,0.20130428805995568,3.2761283770595555,separated slower,"[0.20178440827310173,0.20127455445911657,0.20130428805995568]","[0.06143327226049417,0.061494241624108034,0.06144578749402781]"
zen-avx512bw,avx2,composition/avx2/local/k5/h0/u8/all,dense32-authored,0.059708529205358636,0.9717269749559637,separated faster,"[0.059708529205358636,0.059679641122161085,0.059718210217462944]","[0.06143327226049417,0.061494241624108034,0.06144578749402781]"
zen-avx512bw,avx2,composition/avx2/local/k5/h0/u8/prefilter75,authored,0.24109540379649633,3.1381573996411016,separated slower,"[0.2409234358364902,0.24109540379649633,0.24126876179143592]","[0.07687627818443539,0.07679959188401911,0.07682705903281634]"
zen-avx512bw,avx2,composition/avx2/local/k5/h0/u8/prefilter75,authored-u64-carrier,0.1990804434083054,2.5912802847661927,separated slower,"[0.19920881888803865,0.1990804434083054,0.19867686062636625]","[0.07687627818443539,0.07679959188401911,0.07682705903281634]"
zen-avx512bw,avx2,composition/avx2/local/k5/h0/u8/prefilter75,dense32-authored,0.06469607220663887,0.8421000754305098,separated faster,"[0.06476201939243899,0.06469607220663887,0.06466206442083329]","[0.07687627818443539,0.07679959188401911,0.07682705903281634]"
zen-avx512bw,avx2,composition/avx2/local/k56/h0/u64/all,authored,0.1600930530862439,1.3160186313944533,separated slower,"[0.1600930530862439,0.16010470894579654,0.16003402637147635]","[0.12154826115952146,0.12176385997780002,0.12164953387978203]"
zen-avx512bw,avx2,composition/avx2/local/k56/h0/u64/all,authored-u64-carrier,0.11169114495617262,0.9181387005276107,separated faster,"[0.11169114495617262,0.1116005141789532,0.1118080236139552]","[0.12154826115952146,0.12176385997780002,0.12164953387978203]"
zen-avx512bw,avx2,composition/avx2/local/k56/h0/u64/prefilter75,authored,0.19229772094769174,1.586217389784448,separated slower,"[0.19229772094769174,0.19229445649550603,0.19237742684229914]","[0.12112834389163658,0.12123036992667391,0.1212574079360376]"
zen-avx512bw,avx2,composition/avx2/local/k56/h0/u64/prefilter75,authored-u64-carrier,0.13303800632644272,1.0973983367939126,separated slower,"[0.1330367695228608,0.13307713487377243,0.13303800632644272]","[0.12112834389163658,0.12123036992667391,0.1212574079360376]"
zen-avx512bw,avx2,composition/avx2/local/k60/h8/u64/all,authored,0.41561581953786225,1.531940263192441,separated slower,"[0.41590790718459414,0.4152905324803631,0.41561581953786225]","[0.2711217613941915,0.2713002781660377,0.27134425344561885]"
zen-avx512bw,avx2,composition/avx2/local/k60/h8/u64/all,authored-u64-carrier,0.33865244761194585,1.2482569126032674,separated slower,"[0.33853769926051136,0.33904976075569027,0.33865244761194585]","[0.2711217613941915,0.2713002781660377,0.27134425344561885]"
zen-avx512bw,avx2,composition/avx2/local/k60/h8/u64/prefilter75,authored,0.44393672517928995,1.6398982135024969,separated slower,"[0.44360945355347653,0.44393672517928995,0.44402826209344337]","[0.2706498825240889,0.2707099267040052,0.2708591459172517]"
zen-avx512bw,avx2,composition/avx2/local/k60/h8/u64/prefilter75,authored-u64-carrier,0.36543689856607336,1.3499205700190036,separated slower,"[0.3653295868801132,0.36568326213837515,0.36543689856607336]","[0.2706498825240889,0.2707099267040052,0.2708591459172517]"
zen-avx512bw,avx2,composition/avx2/local/k64/h0/u64/all,authored,0.11107484604390536,0.9573874427468039,separated faster,"[0.11122598059054556,0.11107484604390536,0.11098836280672368]","[0.11601869951962682,0.1163425289415082,0.11595446659658153]"
zen-avx512bw,avx2,composition/avx2/local/k64/h0/u64/all,authored-u64-carrier,0.11027937616069546,0.9505310490231754,separated faster,"[0.11027937616069546,0.11037339542547271,0.11020921969316873]","[0.11601869951962682,0.1163425289415082,0.11595446659658153]"
zen-avx512bw,avx2,composition/avx2/local/k64/h0/u64/prefilter75,authored,0.1365030295084267,1.189264859124956,separated slower,"[0.1364713001813757,0.1367194929462859,0.1365030295084267]","[0.1147793348647867,0.11491793536098745,0.11474871732794967]"
zen-avx512bw,avx2,composition/avx2/local/k64/h0/u64/prefilter75,authored-u64-carrier,0.11693865545654542,1.0188127993101064,separated slower,"[0.1172565214948026,0.11693865545654542,0.11693717955319353]","[0.1147793348647867,0.11491793536098745,0.11474871732794967]"
zen-avx512bw,avx2,composition/avx2/local/k7/h0/u8/all,authored,0.24087106500494257,3.919845672145731,separated slower,"[0.2409192031496135,0.24078366561804268,0.24087106500494257]","[0.06154603461365634,0.06139100195475745,0.06144911946829001]"
zen-avx512bw,avx2,composition/avx2/local/k7/h0/u8/all,authored-u64-carrier,0.20126448386777554,3.275302976011485,separated slower,"[0.20110249866809832,0.20126448386777554,0.20163126063370929]","[0.06154603461365634,0.06139100195475745,0.06144911946829001]"
zen-avx512bw,avx2,composition/avx2/local/k7/h0/u8/all,dense32-authored,0.05975710515411029,0.9724647915410267,separated faster,"[0.059769564657997314,0.059736326469395744,0.05975710515411029]","[0.06154603461365634,0.06139100195475745,0.06144911946829001]"
zen-avx512bw,avx2,composition/avx2/local/k7/h0/u8/prefilter75,authored,0.24074621327661133,3.1373413113194597,separated slower,"[0.24058511804554547,0.24074621327661133,0.24103953034079612]","[0.07673574195067785,0.07678786693176175,0.07670127099638734]"
zen-avx512bw,avx2,composition/avx2/local/k7/h0/u8/prefilter75,authored-u64-carrier,0.19907112083092554,2.594242471244745,separated slower,"[0.1989891040994071,0.19907112083092554,0.1992178212763665]","[0.07673574195067785,0.07678786693176175,0.07670127099638734]"
zen-avx512bw,avx2,composition/avx2/local/k7/h0/u8/prefilter75,dense32-authored,0.06477959380603403,0.8441906230302865,separated faster,"[0.06483209488693735,0.06476605502268003,0.06477959380603403]","[0.07673574195067785,0.07678786693176175,0.07670127099638734]"
zen-avx512bw,avx2,composition/avx2/striped/k12/h0/u16/all,authored,0.09296067429716175,1.785364545481846,separated slower,"[0.09297948239337539,0.09296067429716175,0.09295981466268272]","[0.052049246589359104,0.052068175394439066,0.052105126904478126]"
zen-avx512bw,avx2,composition/avx2/striped/k12/h0/u16/all,authored-u64-carrier,0.06929496178756535,1.3308505869972567,separated slower,"[0.06937336539595469,0.06929496178756535,0.06921880507449715]","[0.052049246589359104,0.052068175394439066,0.052105126904478126]"
zen-avx512bw,avx2,composition/avx2/striped/k12/h0/u16/prefilter75,authored,0.0988264595722508,1.5427620061129532,separated slower,"[0.09877738205567026,0.0988264595722508,0.09886927177381681]","[0.06405813675775421,0.06401657479913969,0.06408781950853983]"
zen-avx512bw,avx2,composition/avx2/striped/k12/h0/u16/prefilter75,authored-u64-carrier,0.0757528206066843,1.1825635967707795,separated slower,"[0.07575852098424134,0.0757528206066843,0.07575145186688513]","[0.06405813675775421,0.06401657479913969,0.06408781950853983]"
