case,rows,queries,seed,rep,ns_per_operation,allocated_bytes,conditional_visits,checksum,batches
n9b7stride76_combined/load50_uniform/hit/raw,4096,32768,712367,1,39.792114258,70144,32857,2202328440552,8
n9b7stride76_combined/load50_uniform/hit/raw,4096,32768,712367,2,36.827084012,70144,32857,2477619495621,9
n9b7stride76_combined/load50_uniform/hit/rawfp_tuplepack,4096,32768,712367,0,40.401821136,70144,32857,2202328440552,8
n9b7stride76_combined/load50_uniform/hit/rawfp_tuplepack,4096,32768,712367,1,40.482170105,70144,32857,2202328440552,8
n9b7stride76_combined/load50_uniform/hit/rawfp_tuplepack,4096,32768,712367,2,40.231361389,70144,32857,2202328440552,8
n9b7stride76_combined/load50_uniform/miss/raw,4096,32768,712367,0,28.811326460,70144,33150,1548112371908608,11
n9b7stride76_combined/load50_uniform/miss/raw,4096,32768,712367,1,28.739149614,70144,33150,1548112371908608,11
n9b7stride76_combined/load50_uniform/miss/raw,4096,32768,712367,2,28.719032981,70144,33150,1548112371908608,11
n9b7stride76_combined/load50_uniform/miss/rawfp_tuplepack,4096,32768,712367,0,28.126339999,70144,33150,1548112371908608,11
n9b7stride76_combined/load50_uniform/miss/rawfp_tuplepack,4096,32768,712367,1,28.045812433,70144,33150,1548112371908608,11
n9b7stride76_combined/load50_uniform/miss/rawfp_tuplepack,4096,32768,712367,2,27.999531139,70144,33150,1548112371908608,11
n9b7stride76_combined/load50_uniform/mixed/raw,4096,32768,712367,0,33.293240356,70144,32999,705057580338320,10
n9b7stride76_combined/load50_uniform/mixed/raw,4096,32768,712367,1,33.315979004,70144,32999,705057580338320,10
n9b7stride76_combined/load50_uniform/mixed/raw,4096,32768,712367,2,33.103375244,70144,32999,705057580338320,10
n9b7stride76_combined/load50_uniform/mixed/rawfp_tuplepack,4096,32768,712367,0,34.546407064,70144,32999,634551822304488,9
n9b7stride76_combined/load50_uniform/mixed/rawfp_tuplepack,4096,32768,712367,1,34.260847304,70144,32999,634551822304488,9
n9b7stride76_combined/load50_uniform/mixed/rawfp_tuplepack,4096,32768,712367,2,34.310733371,70144,32999,634551822304488,9
n9b7stride76_combined/load50_uniform/update/raw,4096,32768,712367,0,36.365169949,70144,32857,2477619497175,9
n9b7stride76_combined/load50_uniform/update/raw,4096,32768,712367,1,36.127729628,70144,32857,2477619515513,9
n9b7stride76_combined/load50_uniform/update/raw,4096,32768,712367,2,36.430938721,70144,32857,2477619457331,9
n9b7stride76_combined/load50_uniform/update/rawfp_tuplepack,4096,32768,712367,0,43.168628693,70144,32857,2202328432656,8
n9b7stride76_combined/load50_uniform/update/rawfp_tuplepack,4096,32768,712367,1,43.108905792,70144,32857,2202328484304,8
